name_1,name_2,is_duplicate
global logistics .,fit logistics cv,0
sonica .,pt toyota tsusho indonesia,0
iviltra uab,rasco bitumentechnic gmbh,0
r pac corp,undercarriage tractor parts pvt . .,0
gardner gibson,gardner gibson,1
ennis - flint,mogat,0
soprema gmbh,soprema s.a.s .,1
basf auxiliary chemicals,basf .,1
valley asphalt corp .,versalis s.p.a .,0
yokohama rubber .,yokohama mfg .,1
ravago . hk,ravago mfg . india private .,1
bridgestone firestone venezolana c,bridgestone india pvt . .,1
pirelli neumaticos,pirelli neumaticos s.a . c.v .,1
dalpo,isolago - industria plasticos s.a .,0
premarin elastomer technology . nantong,hind elastomers pvt . .,0
automax,eazy .,0
trex .,jo ann stores .,0
s,shenzhen zhenzhongcai imp . exp . . .,0
bridgestone firestone brasil,bridgestone brasil industria comercio ltda,1
faber imp . exp . private .,shenzhen huadingsheng imp.&exp . trade .,0
indian synthetic rubber pvt . .,indian synthetic rubber private .,1
jx nippon oil gas exploration brasil ltda,jx nippon oil gas exploration myanmar limited,1
basf new zealand .,basf corporation,1
isuzu motors india private .,geeyem motors private .,0
basf china . shanghai,basf .,1
trinseo api,old castle,0
ahmed fine textile mills .,mng textiles s.a.c,0
distribuidora general margarita c.a,mir .,0
automotive performance material apm,soprema s.a .,0
nad s c v,tiger logistics india . mumbai,0
gestion soprema canada .,soprema s.r.l .,1
zeon chemicals l.p .,zeon corporation,1
bridgestone china research development .,bridgestone americas tire,1
sorna,qsr .,0
qingdao nexen .,qingdao free trade zone fuhua .. .,0
kumho tire changchun .,kumho tire tianjin .,1
bridgestone china research development .,bridgestone costa rica s.a .,1
a.c.t . logistics .,caesar logistics,0
dalpo,total czech republic,0
phoenix indusries .,disrupt pty .,0
pirelli neumaticos cv .,pirelli neumaticos argentina,1
arlanxeo singapore pte . .,arlanxeo brasil,1
cala logistics group s.a . c.v .,agility logistics,0
robin mexicana s rl cv,kurashiki kako mexicana cv,0
michelin india private .,michelin na asrc,1
"ooo""lo treid","ooo""lo treid",1
shenzhen chuangkeshiji technology .,b,0
ditecpesa s.a .,super beton .,0
shenzhen billion taishun imp . exp . .,millord river imp . exp . corp .,0
soprema salgareda,soprema sourges,1
mrf corporation,lcy elastomers lp,0
exel rubber .,shandong guofeng rubber plastics,0
tina beavers sherri woods,asa,0
ibm,weihai jingcheng imp . exp . .,0
bridgestone neumaticos,bridgestone firestone venezolana c,1
isrl,irish tar bitumen suppliers,0
sika pakistan pvt .,s,0
vilas polymer .,s,0
basf mexicana s.a . c.v .,basf quimica colombiana s.a .,1
"china national petroleum waterproof shenzhen ,ltd .",china national petroleum waterproof,1
brenntag chile comercial e ind,brenntag chile comercial e industrial ltda,1
parabor ltda,carborundum universal .,0
msa distribuciones ltda,polymer distribution service,0
zanotti s.p.a,"ooo""zanotti",1
oun corporation,marplex ixom operations pty .,0
ups supply chain solutions,aim,0
universal mining chemical ind pvt .,resins chemicals corpn .,0
sika colombia s.a .,sika cambodia .,1
contitech chile s.a .,contitech india private .,1
michelin shenyang tire .,michelin siam .,1
adenna .,csm sport entertainment,0
exodus sdn bhd,huizhou huazhuo plastic products .,0
kimberly - clark nanjing care products .,ooo kimberli - klark,1
jh logistics .,qing dao qian tong yuan logistics com . .,0
reliance paul shark fashions pvt . .,reliance brands,1
a. westensee partner rohstoff gmbh,awp - rohstoffe,1
shenzhen everfull trade logistics management .,tier logistics,0
cardinal s.r.l .,cardinal srl,1
ares logistics .,shanghai jijin logistics .,0
sumitomo bakelite nantong .,sumitomo rubber(hunan .,1
pirelli pneus ltda,pirelli neumaticos s.a.i.c .,1
star plastic industry .,eks plastics s.a . c.v .,0
pt . kenda rubber indonesia,kenda rubber china .,1
kravet,superior brokerage services,0
bridgestone neumaticos monterreysa cv,bridgestone stargard sp zoo,1
trimble electronics shanghai .,eterna s,0
bridgestone neumaticos monterreysa cv,pt bridgestone tire indonesia,1
bi link(shanghai .,medical devices qi shanghai .,0
ew polymer group,tts group,0
talema electronic india private .,inditex trent retail india private .,0
yokohama americas,yokohama tire canada,1
aikkhoff bergbautekhnik gmbkh,"ooo""aikkhoff sibir '",1
bharat bijlee .,bharat enterprises,1
season logistics,vector global logistics,0
bridgestone group,shenyang bridgestone,1
orion plastics .,shenzhen weilifeng plastic products .,0
behn meyer kimia sdn bhd,merger,0
kenda rubber tianjin .,pt . kenda rubber indonesia,1
comi,jl compuestos hule s.a . c.v .,0
al huda,centrotrade minerals metals dba,0
shenzhen bluestar imp . exp.co . .,mbl usa,0
sundeep,eriks services lp,0
bridgestone costa rica s.a .,bridgestone tire,1
sri lanka rugby football union,w.a .,0
basf corporation,basf auxiliary chemicals,1
asa,cubiertas integrales ag limitada,0
technpvinyl polymers india .,technovinyl polymers india limited,1
vkc shoes,chaoyang usa .,0
versalis sp,versalis pacific shanghai,1
jinan sinovel textile technology,ets tesco .,0
luohe tianlong chemical product .,medallion athletic products,0
ktm ag,shakti cords private .,0
sika china .,sika s.a . chile,1
alplus .,salustiana limachi quispe,0
sumitomo rubber industriesusa,sumitomo rubber,1
bridgestone ncr,bridgestone india,1
jast srl,new vision rubber plastic technology sdn bhd,0
dow chemical shanghai .,dow chemical pacific,1
d.s,ceva freight espana slu,0
intl logistics associates,ceva logistics atlanta,0
basf construction chemicals,basf,1
izohan sp z o o,wakol gmbh,0
trp .,hangzhou yokohama tire .,0
hebei china industrial .,shanghai chang hua industry .,0
tsp industrial e comercial ltda,briggs industrial ffotwear .,0
riya,inovyn americas .,0
bridgestone firestone venezolana,bridgestone tire,1
beaver street fisheries .,s,0
soprema drummondville,soprema oberrossbach,1
forbo siegling gmbh,"ooo""forbo sigling sng",1
kuraray america .,kia .,0
exxonmobil servicios petroleros mexico cv,exxonmobil quimica ltda,1
orzel s.a .,termocompo - industria termoplastica lda,0
soprema s.a .,soprema nv,1
bridgestone firestone venezolana,bridgestone tire,1
camel rubber vietnam .,ameenji rubber private .,0
brenntag chile comercial e ind,brenntag vietnam .,1
ningbo daxie development zone yining .,hai jiayu development .,0
multibase,multibase .,1
bharat rubber works pvt . .,bharat bijlee .,1
k. j.,bespoke post,0
qingdao binjie logistics .,lianda corporation,0
japan synthetic rubber,.,1
anaerobia s.a.de c.v .,britain hong kong shanghai decoration materials .,0
cml mtd construction .,oun corporation,0
basf paper chemicals huizhou .,basf peruana s.a .,1
bns performance material corp,mach,0
arlanxeo singapore pte . lt,arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,1
yokohama corp . north ameri,yokohama tire corporation,1
setareh talaee delijan carpet,rtp,0
basf .,basf construction chemicals ua,1
kerry logistics mexico s.a . cv,c v .,0
bridgestone india,bridgestone china research development .,1
bridgestone canada .,bridgestone(shenyang tire .,1
arlanxeo canada .,ktn underwood arlanxeo usa,1
giti tire mfg . usa .,giti tire usa .,1
sika pakistan pvt .,sika kimia sdn . bhd .,1
s.r .,topfils chemical,0
gui wang industrial . zhangpu,industrias estra,0
covestro india private .,rieter india pvt . .,0
ge plastics shanghai .,mona plastics pvt . .,0
recron malaysia sdn bhd,recron malaysia sdn.bhd .,1
guangzhou ouyumei .,mikasa .,0
sika cambodia .,sika cambodia . warehouse,1
amolplastic leetkooh,georg borner chemisches werk fur dach- und bautenschutz gmbh kg,0
parikh,lanxess corp . 111 parkwest dr .,0
eet,prosperity cargo management logistica ltda,0
mitre sports .,nimsetha sports pvt .,0
soprema canada,soprema salgareda,1
louis vuitton india retail private .,farida shoes private .,0
press seal corp .,liberty process equipment .,0
"showa rekisei ,ltd .",showa shell sekiyu k.k .,1
bridgestone brasil industria comercio ltda,bridgestone stargard sp zoo,1
kraton polymers japan .,kraton polymers,1
scm industrial chemical .,lidorr chemicals .,0
gt bt enterprises pty . .,shenzhen mega capital enterprise .,0
haldex products mexico,t.a . corporation pvt . .,0
industrias cadile srl,hindustan adhesives .,0
comercializadora llantas unidas sas,comercializadora covarrubias s.a . c.v .,0
shenzhen rongqing petrochemical .,transchemical .,0
bridgestone tire,bridgestone brasil industria comercio ltda,1
basf corp .,basf india .,1
bitbau dorr gmbh,eiffage enxtpa fgr,0
probigalp - ligantes betuminosos s.a .,uteksol,0
bridgestone stargard sp zoo,bridgestone americas tire,1
sumitomo rubber usa,sumitomo rubber changshu .,1
innovazione s.a.c .,zahabiyas innovative solutions,0
s k,andhra polymers p. .,0
sika singapore pte . .,sika,1
siemens .,cube industrial corporation .,0
ply,ply .,1
dalmia polymers llp,andhra polymers p. .,0
nitro flex x s.a.c .,flex sol,1
hanwha l&c shanghai .,d.s,0
industrias tuk s.a . c.v .,utc,0
desktop promotional products,pavilion promotional,0
bosch thermotechnik gmbh,ooo bosh termotekhnika,1
s&a corp .,lodhia steel .,0
bridgestone tire,bridgestone brasil industria comercio ltda,1
klj polymers chemicals .,kraton chemicals,0
bridgestone firestone brasil,bridgestone firestone venezolana c,1
plex logistics,worldwide logistics usa .,0
hl rubber sdn bhd,rubber company,0
v.m . univar edison,univar chemicals shanghai . /univar china .,1
drf,comercializadora android s.a . c.v .,0
arlanxeo group,arlanxeo singapore pte . .,1
cables energia y telecomunica,d.s,0
jiangsu enkev latex product .,danesi latex ltda,0
china silk logistics,k.m . .,0
soprema s.a .,soprema canada,1
sika corporation,sika mexicana s.a . c.v .,1
magna power train mexico s,afi .,0
grasim .,ldf,0
comercial brio chile ltda,. lile,0
bridgestone firestone brasil,bridgestone firestone mexico cv,1
winwell logistics .,trans global logistics,0
basf,basf new zealand .,1
nri .,global rubber .,0
xorazm tex,rahmat textiles .,0
mitsui usa .,mitsui canada,1
sumitomo rubber north america .,sumitomo rubber inds,1
sweetmix industria comercio importacao e exportacao .,centro industrial s,0
sport4 kids,csm sport entertainment,0
copefi - components automotive s.a .,copernit,0
synthomer . peachtree lenox bl bonded logistics 7320 statesville,synthomer,1
lakeland .,stp .,0
ahmed rubber,prestige rubbers pvt . .,0
contitech fluid mexicana cv,contitech india private .,1
soprema blonie,soprema s.r.l .,1
fastgrow logistics americas .,hm way logistics,0
genesis luxury fashion private .,cruman fast private .,0
toyo seal america corp .,sam,0
palmer .,millenium papers pvt . .,0
lindner aktiengesellschaft,"ooo""lindner",1
l interlocking general,ing bank,0
sika thailand,sika pakistan pvt .,1
cargo alliance service,dalkia .,0
prosports,richard kraemer pferdesport,0
bridgestone costa rica sociedad anoni,bridgestone india,1
auriquimica ltda filial,auriquimica ltda,1
bridgestone huizhou)synthetic rubber .,bridgestone neumaticos,1
guangzhou fanyu xudong fantian elelctronics .,fugang electronic kunshan .,0
order turkiye ekonomi ban,kromia s.a .,0
eurenco .,mathiesen colombia s.a.s,0
bridgestone huizhou tire .,bridgestone firestone mexico cv,1
maniar corporation,vanguard logistics services mexico,0
reliance retail .,reliance spg mills .,1
reliance bally india private .,ryohin keikaku reliance india private .,1
gj chemical .,dong guan tong shuo chemical corporation,0
biesterfeld gmb h,g b corporation,0
bridgestone china research development .,bridgestone mexico s.a . c.v .,1
rheem mexicali s rl cv,kia .,0
magnum worldwide general ll,awadh rubeya .,0
abc,qsr .,0
kontinental matador trak taerz sro,continental matador rubber s.r.o .,1
itc .,united world line brasil operadora multimodal ltda,0
soprema blonie,soprema canada,1
hae corp .,midwest,0
riya,syngenta biosciences private .,0
ntc logistics india private .,chadha corporation private .,0
basf,basf china . shanghai,1
lotte advanced materials usa .,advanced resources .,0
arlanxeo usa,arlanxeo singapore pte . lt,1
abro .,ooo abro indastris,1
soprema s.a .,soprema polska sp z o o,1
testing service group sociedad anonima c,tecnosagot sociedad anonima,0
synthetic turf resources,pt susilia indah synthetic fibers,0
nokian tires,wakol,0
trinseo europe gmb h trade register 20162359,trinseo,1
contitech antriebssysteme gmb h,contitech india private .,1
indian synthetic rubber private .,indian synthetic rubber .,1
hli logistics,qingdao yue kun logistics .,0
yota shanghai imp . exp . .,raamis imp . exp .,0
joss,zeon corporation,0
sumitomo rubber north america .,sumitomo rubber(hunan .,1
nri .,lerado zhongshan industria .,0
multimodal logistic group,dolphin logistics .,0
yuantong hardware plastic product shenzhen .,mti,0
selena izolacja matizol,pmi izolacja matizol s.a .,1
trinseo europe gmb h trade register 20162359,trinseo europe gmb h vat d nl819885150 b01,1
arlanxeo singapore pte . lt,arlanxeo corp .,1
shanghai roresin corporation,shanghai yingji electronics plastic material .,0
fabrica tejidos pisco s.a.c,rbc mexico s rl cv,0
saksham middle east general,mehman .,0
dc logistics,roar logistics .,0
bhagat rubber chemicals,duran chemicals cv,0
chemical schutz high performance lubricantssa cv,dsa,0
pirelli neumaticos cv boulev,pirelli tire,1
ipex industrial projects exp . pvt . .,pulidos industriales cv,0
sucafina,scandinavian frames sweden ab,0
michelin india technology center llp,michelin tyre plc,1
arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,arlanxeo canada .,1
petro - canada oil sands .,petro - canada holdings bv,1
buckner group,nordic group .,0
bridgestone firestone venezolana,bridgestone stargard sp zoo,1
jai aravali,hae corp .,0
countrywide tire rubber .,cooper tire rubber,0
selasti sp,lucky plastic pvt . .,0
a.p.i .,a.p.i . applicazioni plastiche industriali s.p.a .,1
industria colombiana asfaltos s.a .,hana,0
chiyoda philippines mfg . corp,rohm mechatech philippines .,0
basf .,basf mexicana s.a . c.v .,1
madesa s.a,comercializadora productos autoadhesivos arcla,0
bridgestone stargard sp zoo,bridgestone india automotive,1
brenntag vietnam .,brenntag chile comercial e ind,1
arlanxeo singapore pte .,arlanxeo group,1
sika india private .,pt sika indonesia,1
ashland specialty ingredients gp,ashland .,1
guangzhou shunyang shoes material .,a.l .,0
riberball mercantil e industrial ltda,mti,0
s,dongguan dekai economic .,0
orac n.v .,"ooo""orak",1
ravago group,ravago mfg . india private .,1
b.c,martex w cieslinski k. krol,0
sika lanka pvt .,sika kimia sdn . bhd .,1
china jinshan associateod corp .,century,0
kvk corporation jasdaq:6484,kvk corporation,1
siemens aktiengesellschaft,"ooo""simens tekhnologii gazovykh turbin",1
ooo rusplast,rusplast ooo lobanovo,1
michelin india technology center llp,michelin siam .,1
std s .,east asian cox . pvt . .,0
sika mexicana s.a . c.v .,sika s a.,1
hana,shanghai hongdan supply chain management .,0
wanli tire corp . .,fu chian tire .,0
crowley logistics .,bnsf logistics,0
crafco,crafco .,1
kraton polymers brasil,kohinoor polymers,0
soprema polska sp . z o.o .,soprema gmbh,1
shamil,mission .,0
zeon shinhwa zeshin .,zeon corporation tse:4205,1
olam americas .,cs central america s.a . c.v .,0
s.r .,john moffat prolock pty .,0
kraton polymers,kraton polymers nederland bv,1
giti tire mfg . usa .,giti tire hualin .,1
nissan china .,hangang shanghai .,0
huan dalian .,sk .,0
d.s,primark,0
zeon corporation,zeon belts private .,1
bridgestone huizhou)synthetic rubber .,bridgestone tire,1
abb india .,trelleborg india private .,0
jx nippon oil gas exploration myanmar limited,nippon oil exploration limited,1
dsi,friendship transport .,0
bva .,camso loadstar private .,0
ars venture,acs cv,0
continental india private .,optimas oe solutions india private .,0
helm u.s . corporation,helm ag,1
3 m deutschland gmbh,cts corp .,0
soprema polska sp . z o.o .,gestion soprema canada .,1
ram,cyril gammell,0
gestion soprema canada .,soprema nv,1
thai bridgestone .,bridgestone(shenyang tire .,1
blue plastics s.a . c.v .,torque logistics .,0
bridgestone brasil industria comercio ltda,bridgestone canada .,1
kraton polymers nederland bv,kraton polymers japan .,1
hitachi high technologies shanghai,tremco,0
basf chile s,basf finlay pvt . .,1
nordenia,nordenia deutschland osterburken gmbh,1
bg retail,veti,0
crystal chemicals,a.l .,0
"ooo""favorit stail","ooo""favorit stail",1
bridgestone india,bridgestone golf shenzhen .,1
suncrest,trex .,0
bridgestone india automotive,bridgestone ncr,1
sam,shree sales,0
sitara chemical .,s.r .,0
pbm bacarelli,p.b.m . polimer bitumen modifiers di leonardo baccarelli e c. sas,1
acrocargo express usa .,ajc .,0
quaker chemical india private .,dry air india private .,0
sunshine,tress / s,0
d. sadi,equipment contracting,0
sika china .,sika cambodia . warehouse,1
michelin tyre plc,shanghai michelin tire .,1
bishop sport leisure,tpf sports hk .,0
alliance overseas,converse .,0
stp .,comisa logistics s.c .,0
pt bridgestone tire indonesia,bridgestone mexico s.a . c.v .,1
ashwa technologies .,tyco electronics tecnologias cv,0
saco,sankyu logistics despachos aduaneir,0
logistique sport et loisirs,por,0
dsl logistics,t.v.l . global logistics corp .,0
sigma aldrich chemicals p .,a.l .,0
martin asphalt,so.f.ter . s.r.l,0
s r,dongguan yong craft boxes .,0
iko,iko eu /all plants *,1
devik .,s mobile devices .,0
orbit wood allied lt,indupro,0
sto corp,cargozone logistics .,0
alan l grant,alan l grant polymer .,1
exxonmobil chemical americas,exxonmobil chemical,1
bridgestone tianjin tire .,bridgestone ncr,1
upl .,rna resources group .,0
s,shaw almex chile s.a .,0
atab nv,dupont,0
basf finlay pvt . .,basf corp .,1
zeon corporation,zeon specialty materials .,1
synthomer,synthomer . peachtree lenox bl bonded logistics 7320 statesville,1
sakhalin energy investment,filial kompanii sakhalin enerdzhi investment kompani .,1
soprema sas,soprema soprema sas,1
lof .,lmd integrated logistic services,0
obegi chemicals sal,sei medical s. r.l . c.v .,0
maroo carpets private .,stp .,0
sto corp,intl chemical,0
bridgestone tianjin tire .,thai bridgestone .,1
xiamen waitu imp . exp . .,legaspi imp . exp . corp,0
k flex usa,l'isolante k - flex spa,1
eurovia czechy,eurovia polska,1
weifang jia cheng digital materials .,alma,0
kraton polymers japan .,kraton polymers shanghai .,1
pirelli neumaticos cv boulev,pirelli neumaticos,1
zhejiang zhanghai imp . exp .,zafar imp . exp .,0
mitsubishi electric india pvt . .,mitsubishi chemical china commerce .,1
dsi,star distributors .,0
michelin india private .,shanghai michelin warrior tyre .,1
carlisle coatings,johns mansville,0
yokohama india pvt . .,yokohama tire canada,1
plastisavio s.p.a,asphalt tar bitumen,1
bituver,saint - gobain corporation,1
sanyo india,sam,0
synthomer . peachtree lenox bl bonded logistics 7320 statesville,synthomer uk .,1
sumika polymers north america,sumika polymers mexico s rl cv,1
james river logistics center,a.c.t . logistics .,0
al tec,american technologies .,0
celanese europe bv,celanese chemicals europe gmbh,1
a.l .,ina micro opto corp,0
"ooo""dom odezhdy","ooo""dom odezhdy",1
spirol mexico cv,melcom .,0
hindustan pencils private .,kali plast private .,0
brenntag ecuador s.a .,brenntag colombia s.a .,1
pier 1 imp .,jchicatto comercio e importacao ltda epp,0
suzhou toptex mechatronics .,texim,0
doppelmayr cable car gmbh kg,"ooo""doppel'mair rasha",1
oceanica s.a.s,dip plc,0
angle .,shenzhen sapac .,0
morph cv .,opetra industria e comercio travesseiros ltda,0
warren plant bato bridgestone,bridgestone tire,1
bdp basf imp .,basf chile s.a .,1
k.l.trading corp .,day lek shanghai .,0
sanyo india,zlt .,0
tedder,shanghai yikang chemicals .,0
exxonmobil chemical,exxonmobil asia pacific r d .,1
michelin group,michelin aircraft tire,1
basf corporation,basf bangladesh .,1
shenzhen juhang bonded logistics .,schneider logistics .,0
cinm logistica s.a .,jdi logistics corp .,0
akro chem corp .,joss elastomers chemicals b.v,0
guangzhou long yang .,tag corporation,0
p.group so.f.ter . deutschland gmbh,so.f.ter .,1
sumitomo rubber changshu .,sumitomo rubber inds,1
bridgestone firestone venezolana,bridgestone firestone argentina saic,1
eurovia cs,eurovia polska,1
trancy logis . americ .,intl conveyors america .,0
sanitarium health wellbeing,h.s .,0
rased sp,equibrand,0
avy china .,global supply chain,0
arlanxeo usa,arlanxeo singapore pte .,1
shanghai michelin warrior tyre .,michelin aircraft tire,1
brenntag chile comercial e industrial ltda,brenntag ecuador s.a .,1
gencom audio visual private .,pt . yuniko asia prima,0
sumitomo rubber brasil ltda,sumitomo rubber north america .,1
basf auxiliary chemicals,basf chile s,1
thai bridgestone .,bridgestone neumaticos,1
sika thailand,sika china .,1
pirelli neumaticos s.a . cv,pirelli pneus ltda,1
synthomer,synthomer uk .,1
barsan .,aluminium bahrain,0
saint gobain abrasives mexico,saint gobain colombia sas,0
labnas med general,ideal,0
skf lubrication systems germany gmbh,"ooo""skf tver '",1
bridgestone hosepower,bridgestone brasil industria e comenrcio ltda,1
kraton polymers .,kraton polymers brasil,1
sumika polymers north america,sumika polymers north america .,1
shenzhen xingyeyuan plastil electron produts .,shenzhen liangyunda .,0
rainco ltda,ralhum pvt . .,0
dongguan anyu electric appliance product .,i.b .,0
bdp basf imp .,basf .,1
bridgestone tianjin tire .,bridgestone canada .,1
bridgestone india,bridgestone huizhou tire .,1
pirelli tyre .,pirelli neumaticos argentina,1
p.l .,aamp america,0
adriatica bitumi spa,adriatica bitumi s.p.a .,1
zeon advanced polymix .,zeon corporation,1
emka mexico beschlagteile s rl,emad,0
"ooo""el keramika","ooo""el keramika",1
h v advanced materials(india pvt . .,h v advanced materials india pvt . .,1
byte,yohann rein,0
pentel america .,r1 americas .,0
alp aeroflex india private .,panasonic india private .,0
panalpina . ocean freight division ocean freight service center lcl,d s,0
bridgestone tianjin tire .,pt bridgestone tire indonesia,1
jus .,stabilo usa,0
ditecpesa,ditecpesa s.a .,1
bridgestone firestone venezolana c,bridgestone golf shenzhen .,1
hutchinson antivibration system,insa,0
gazi auto tyres khadun,aim,0
afton chemical industria aditivos ltda,afton chemical hyderabad pvt . .,1
t.l . squire,t.l . squire .,1
andrew telecommunications india,uci .,0
arlanxeo singapore pte .,arlanxeo brasil,1
bridgestone india pvt . .,bridgestone hosepower,1
modest vintage player .,itc .,0
manuli hydraulics india pvt . .,sealers india,0
adk,lubrizol advanced materials .,0
shandong hengyu science&technology .,dsi,0
shangdong yokohama rubber industrial products .,ab tech,0
asa,pinturas sur puerto rico,0
bertschi north america .,ait america .,0
afton chemical hyderabad pvt . .,yasir chemical,0
bostic,chemique adhesives sealants .,0
jeety corporation,yaf,0
shenzhen crystal technology .,crystal pack pvt .,0
cooper standard automotive brasil sealing ltda,standard bank .,0
eet,goget logistics canada .,0
bridgestone canada .,bridgestone india automotive products private .,1
solenis,mandelli sp sole shareholder,0
parana latex industria e come artefatos latex .,industrias cadi s.a .,0
shenzhen vcn .,ammbs,0
total bitumen gmbh,total petrochemicals france,1
riya,bgsb concrete solutions private .,0
michelin,mishlen,1
b,bearing man group pty . t / bmg,0
riclan,coniba industrial alimenticia ltda,0
toyo tires zhangjiagang .,toyo tire north,1
shenzhen jinyewei imp.&exp . .,shenzhen kai hui imp . exp . . .,0
delaval ab,zao delaval ',1
bridgestone india automotive,pt bridgestone tire indonesia,1
bridgestone firestone brasil,bridgestone china research development .,1
total bitumen *,total petrochemicals france,1
dukt,dukt sp . z o.o .,1
tim izolirka,tim izolirka d.o.o .,1
xiamen xintai hui imp . exp . .,idrees imp . exp .,0
eurotecnica textil s.a c.v .,rtp,0
michelin aircraft tire,michelin americas research,1
sumitomo rubber(hunan .,sumitomo bakelite nantong .,1
sanjay,foshan jindingcheng plastics rubber .,0
cnr .,melbye skandinavia norge,0
ferreteria asomante .,riya,0
dayem spinning weaving,revin sarl,0
sarthak enterprises,y k enterprise .,0
sika,sika s a.,1
soprema iberia,soprema s.r.l .,1
sojitz,ube kosan kabushiki - gaisha,0
dongguan qifeng foreign trade .,qingdao mirage trade .,0
mrf lanka .,bf lanka pvt . .,0
shahbaz chemical pvt . .,wego chemical,0
friends traders,imes p corp,0
distribuidora aleaciones y,distribuidora relojes y accesorios s.,0
basf bangladesh .,basf japan .,1
pirelli neumaticos s.a . cv,pirelli neumaticos s.a.i.c .,1
sika . vietnam,sika s.a . chile,1
oluwa logistics concerts,s r,0
soprema alpiarca,soprema iberia,1
qingdao doublestar tire,shri arihant,0
kion india pvt . .,tg advait india private .,0
robertson .,paras,0
golden horse horses camel trade s,g b .,0
marcopol termoplastico sociedad anonima,selati sp,0
shanghai michelin warrior tyre .,michelin india private .,1
amolplastic leetkooh,total bitumen deutschland gmbh,0
bridgestone canada .,bridgestone golf shenzhen .,1
r.i.intl,chowdhry rubber chemical pvt . .,0
bal taban,bal taban granul ayakkabicilik sanayi ve ticaret limited sirketi,1
bridgestone tire,bridgestone firestone argentina saic,1
kraton polymers brasil,kraton polymers nederland bv,1
roulunds braking india pvt . .,dow corning india pvt . .,0
knauf aquapanel gmbh kg,"ooo""knauf akvapanel '",1
basf colors effects usa,basf,1
m.b,mohammed ishaq ahmed /al bargash,0
trp .,future,0
han sports,charmers sportswear,0
mogat,mogat - werke adolf boving bitumen- und dachpappen fabrik gmbh,1
basf turk kimya san . ve tic.sti,basf turk kimya san.ve tic ltd.sti,1
ter hell gmbh,vedag gmbh bamberg,0
basf,basf chile s,1
aplix,joss holding b.v .,0
sumitomo rubber usa 10 sheridan,sumitomo rubber inds,1
bd group .,sas d group,0
dupont apollo shenzhen .,dupont korea .,1
basf quimica colombiana s.a .,basf mexicana s.a . c.v .,1
indian overseas bank,meezan bank .,0
velo enterprise kun shan .,k.k.enterprises,0
testo shenzhen .,ci chang footwear shenzhen .,0
basf,basf japan .,1
hunan cpev battery .,samsung huanxin xi'an power battery .,0
bst elastomers,.,1
lohmann gmbh kg,ziylan taban,0
saint gobain colombia sas,saint gobain canada .,1
basf construction chemicals,basf . yeosu,1
joss,joss holding b.v .,1
soprema gmbh,soprema s.r.l .,1
jiangsu parker automotive parts,creative arts,0
k flex usa,nitro flex x s.a.c .,1
kumho petrochemical,kkpc,1
order,general manager,0
"ooo""artsana rus","ooo""artsana rus",1
pt bridgestone tire indonesia,bridgestone tianjin tire .,1
bridgestone group,bridgestone tire,1
intl chemical,utc,0
pt sulindafin permai spinning mills,mobi s,0
dc audio,r.f.d / saudi arabia,0
poddar tyres .,tire .,0
bridgestone india automotive products private .,bridgestone india automotive,1
shenzhen zhuoqi logistics .,agility logistics s.a . c.v .,0
basf china . shanghai,basf india,1
tesa tapes india pvt . .,s r,0
zeon shanghai)co . .,zeon corporation,1
tata,total petrochemicals refining,0
pirelli neumaticos s.a.i.c .,pirelli tire,1
bostik india private .,cbc india,0
sss rubber dalian .,asian rubber,0
enbi indiana,kion india pvt . .,0
trinseo europe gmb h tax d be0806160466,trinseo europe gmb h trade register 20162359 tax d be0806160466,1
emirates steel,mir .,0
acero tecnologia cv,dongguan city technical plastic plastic technology .,0
pirelli neumaticos cv boulev,pirelli tyre .,1
m.b,foshan nanhai yutian trade imp . exp . .,0
bridgestone neumaticos,bridgestone india pvt . .,1
arlanxeo singapore pte . .,arlanxeo singapore pte .,1
total polska sp . z o.o .,total romania s.a .,1
cox sports distributors wa pty,torcas corp sas,0
hussain enterprises,zahid enterprises,0
michelin shenyang tire .,michelin na asrc,1
reda chemicals .,symtake chemical hk .,0
thien tan .,mohsin traders,0
bridgestone tianjin tire .,bridgestone china research development .,1
sodas sports,sydney sports apparel,0
coltrans s.a .,acs cv,0
soprema nv,soprema soprema sas,1
zibo liyan taishan coating abrasive tools .,eih .,0
jx nippon oil gas exploration brasil ltda,jx nippon oil gas exploration sarawak,1
soprema drummondville,soprema,1
arcus pty .,prabhat,0
ineos styrolution india .,ineos usa,1
anser sp.z o.o,zaklady chemiczne anser sp . z o.o .,1
synthomer uk .,synthomer srl,1
pt . kenda rubber indonesia,kenda rubber tianjin .,1
r.i.intl,phillip morris tanzania .,0
kraton polymers .,kraton polymers nederland bv,1
michelin polska s.a .,ooo mishlen russkaia kompaniia po proizvodstvu shin,1
exxonmobil chemical,exxonmobil servicios petroleros mexico cv,1
qingdao nanhai business .,ram,0
rubber plastic .,qingdao yuan hao rubber plastic technology .,0
mondi,mondi scunthorpe limited,1
contitech mexicana cv,contitech chile,1
warren plant bato bridgestone,shenyang bridgestone,1
basf japan .,basf japan . 6 10 1 roppongi,1
qtm,tommy bahama group .,0
dow corning india pvt . .,inversionistas y distribuidores sociedad anonima indisa,0
soprema grobbendonk,soprema sourges,1
bridgestone firestone argentina saic,bridgestone huizhou tire .,1
